,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
11393,560291,304414,mobile,canceled,,,
11394,560378,396831,mobile,ended,1.0,,
11395,560431,284713,connect,ended,-45.0,567229.0,600.0
11396,560440,337198,mobile,ended,130.0,,
11397,560525,360902,mobile,ended,38.0,,
11398,560556,396484,mobile,canceled,,,
11399,560560,373507,connect,canceled,,,
11400,560640,410939,connect,canceled,,548152.0,60.0
11401,560650,317683,mobile,ended,46.0,,
11402,560656,291581,mobile,ended,330.0,,
11403,560743,280805,connect,ended,8.0,,
11404,560792,392564,mobile,canceled,,,
11405,560796,407419,connect,ended,26.0,545608.0,0.0
11406,560803,413846,mobile,canceled,,,
11407,560848,380455,mobile,ended,,,
11408,561109,355003,mobile,ended,97.0,,
11409,561192,328135,connect,ended,-46.0,,
11410,547993,269941,mobile,ended,-19.0,,
11411,548010,375406,mobile,ended,229.0,,
11412,548172,361156,mobile,ended,-29.0,522848.0,300.0
11413,548263,379892,mobile,ended,3.0,,
11414,548351,412024,mobile,ended,1294.0,,
11415,548391,312078,connect,canceled,,,
11416,548407,319035,mobile,ended,,,
11417,548439,405347,mobile,ended,-86.0,,
11418,548441,299063,connect,ended,-102.0,,
11419,548559,352039,connect,ended,19.0,,
11420,548586,398676,mobile,ended,16.0,,
11421,548590,397070,mobile,ended,98.0,,
11422,548695,411597,mobile,ended,47.0,,
11423,548783,371217,connect,ended,-156.0,,
11424,548928,236059,mobile,ended,425.0,,
11425,548990,369938,connect,canceled,,,
11426,549020,312727,mobile,ended,-77.0,,
11427,549028,411611,mobile,canceled,,,
11428,549107,350873,connect,ended,-4.0,547903.0,0.0
11429,549149,248889,connect,ended,-29.0,,
11430,549221,395972,mobile,ended,685.0,,
11431,549253,411797,mobile,canceled,,,
11432,549289,391618,connect,ended,-814.0,,
11433,549293,356326,mobile,ended,995.0,,
11434,549437,381787,connect,ended,-6.0,,
11435,549500,381814,mobile,ended,168.0,,
11436,549536,409865,mobile,ended,4.0,,
11437,549625,311745,mobile,ended,17.0,,
11438,549662,375621,connect,ended,-170.0,,
11439,549716,349678,connect,canceled,,,
11440,549743,395471,mobile,ended,,,
11441,549772,411958,mobile,ended,,,
11442,549789,409572,mobile,canceled,,,
11443,549800,305155,connect,ended,-42.0,,
11444,549998,405741,mobile,ended,,,
11445,550098,349751,mobile,ended,,,
11446,550127,404719,mobile,canceled,,,
11447,550175,260794,mobile,ended,142.0,,
11448,550318,311437,mobile,canceled,,,
11449,550357,228254,connect,canceled,,,
11450,550393,405622,mobile,canceled,,,
11451,550534,226317,mobile,ended,,544324.0,0.0
11452,550553,407432,connect,ended,27.0,,
11453,550558,355533,mobile,ended,,,
11454,550576,231676,mobile,ended,50.0,,
11455,550670,284586,mobile,ended,,,
11456,550710,320970,mobile,ended,22.0,,
11457,550718,336314,mobile,ended,62.0,,
11458,550749,293785,mobile,canceled,,,
11459,550791,254689,connect,ended,59.0,,
11460,551314,320670,mobile,canceled,,,
11461,551338,411002,mobile,ended,51.0,,
11462,551398,219274,mobile,ended,183.0,,
11463,551518,268787,mobile,ended,-13.0,,
11464,551590,388231,mobile,ended,196.0,,
11465,551688,358480,mobile,ended,541.0,,
11466,552076,410226,mobile,ended,-79.0,,
11467,552191,384299,mobile,canceled,,,
11468,552315,187183,mobile,ended,62.0,,
11469,552382,286751,connect,ended,-38.0,,
11470,552535,290843,mobile,ended,173.0,,
11471,552694,378754,connect,ended,-189.0,,
11472,552772,310458,mobile,ended,63.0,,
11473,552898,289383,mobile,ended,64.0,,
11474,552899,213574,mobile,ended,287.0,,
11475,552927,407817,mobile,ended,-56.0,,
11476,561250,245154,connect,canceled,,,
11477,561309,351319,mobile,ended,-577.0,,
11478,561405,248889,connect,ended,7.0,,
11479,561472,371157,mobile,ended,,,
11480,561530,299063,connect,ended,-5.0,,
11481,561683,374921,mobile,ended,187.0,,
11482,561749,304775,connect,canceled,,558858.0,510.0
11483,561956,381754,mobile,ended,-151.0,,
11484,562005,313242,mobile,ended,1491.0,,
11485,562008,218964,mobile,ended,378.0,,
11486,562046,291932,connect,ended,-40.0,,
11487,562087,405490,mobile,canceled,,,
11488,562146,415190,mobile,canceled,,,
11489,562219,363789,mobile,ended,-82.0,,
11490,562317,345080,connect,ended,-9.0,563786.0,210.0
11491,562457,415190,mobile,canceled,,,
11492,562515,396009,connect,ended,-412.0,,
11493,562687,411892,mobile,ended,-49.0,,
11494,562690,409197,mobile,ended,-37.0,,
11495,562760,348462,mobile,ended,,562721.0,0.0
11496,562772,376153,connect,canceled,,,
11497,562779,358915,mobile,ended,-110.0,,
11498,562930,404602,mobile,ended,183.0,,
11499,563015,326618,connect,ended,-105.0,,
11500,563064,339951,mobile,canceled,,,
11501,559029,411754,connect,ended,-70.0,,
11502,559101,346392,mobile,ended,-44.0,,
11503,559206,345041,mobile,ended,446.0,,
11504,559276,403270,mobile,ended,,559235.0,480.0
11505,559416,400689,mobile,ended,7.0,,
11506,559471,408506,mobile,ended,-52.0,,
11507,559508,403249,connect,ended,-83.0,,
11508,559530,375128,connect,canceled,,,
11509,559607,293992,mobile,ended,88.0,,
11510,559748,363387,mobile,canceled,,,
11511,560194,402911,mobile,ended,-23.0,,
11512,560217,364160,mobile,ended,18.0,,
11513,560220,229540,mobile,ended,205.0,,
11514,560228,258809,mobile,ended,35.0,,
11515,560369,410939,connect,canceled,,548152.0,0.0
11516,560375,335276,connect,ended,140.0,,
11517,560428,380959,mobile,ended,1039.0,,
11518,560466,404731,mobile,ended,1250.0,556577.0,0.0
11519,560504,375621,connect,ended,152.0,,
11520,560543,409615,mobile,canceled,,,
11521,560546,372115,mobile,ended,-28.0,,
11522,560563,339138,connect,canceled,,,
11523,560733,380497,mobile,ended,-7.0,,
11524,560754,412378,mobile,ended,146.0,560199.0,240.0
11525,560837,348237,mobile,ended,66.0,,
11526,560845,413820,mobile,ended,2.0,,
11527,560874,301301,connect,ended,-496.0,,
11528,560927,319578,mobile,ended,3.0,,
11529,561078,379686,mobile,ended,16.0,,
11530,561208,351549,connect,ended,-70.0,,
11531,561516,403863,mobile,ended,-1005.0,,
11532,561590,270867,connect,ended,22.0,554496.0,510.0
11533,561788,320367,mobile,ended,,,
11534,561867,386259,connect,canceled,,,
11535,561897,222072,mobile,ended,2.0,,
11536,561991,414454,mobile,ended,-1.0,,
11537,562122,402505,mobile,ended,23.0,,
11538,562178,162184,mobile,ended,8.0,,
11539,562205,410218,mobile,ended,-124.0,,
11540,562332,350059,mobile,ended,-57.0,,
11541,562498,351258,mobile,ended,-20.0,544878.0,630.0
11542,562502,410091,mobile,ended,,,
11543,562511,353781,mobile,ended,-64.0,,
11544,562544,267672,mobile,ended,-14.0,,
11545,562567,357530,connect,ended,56.0,,
11546,562592,364523,mobile,ended,33.0,,
11547,562623,315752,mobile,ended,64.0,,
11548,562629,410471,mobile,ended,16.0,,
11549,562676,407819,mobile,ended,,,
11550,562820,411882,mobile,ended,-35.0,,
11551,562833,360551,connect,ended,-10.0,560777.0,330.0
11552,562835,291982,mobile,ended,-3.0,,
11553,552020,224133,mobile,ended,157.0,,
11554,552045,386054,mobile,ended,25.0,,
11555,552053,358225,mobile,ended,11.0,,
11556,552072,398805,mobile,ended,51.0,,
11557,552089,360299,connect,canceled,,,
11558,552175,362062,mobile,ended,56.0,,
11559,552224,393799,mobile,ended,290.0,531793.0,120.0
11560,552289,382124,mobile,ended,22.0,,
11561,552437,388403,mobile,ended,,,
11562,552449,371632,connect,ended,-86.0,,
11563,552646,375126,connect,canceled,,,
11564,552689,332376,mobile,ended,-29.0,,
11565,552690,392882,mobile,canceled,,,
11566,552753,399575,connect,ended,-43.0,,
11567,552758,384688,connect,ended,-132.0,,
11568,552809,386599,mobile,ended,570.0,,
11569,553066,300505,connect,ended,77.0,552707.0,90.0
11570,553100,412093,mobile,ended,67.0,557175.0,120.0
11571,553173,401166,mobile,ended,-20.0,,
11572,553185,356630,mobile,ended,-71.0,,
11573,553208,382389,mobile,ended,117.0,,
11574,553254,413128,mobile,ended,14.0,,
11575,553306,386786,mobile,ended,18.0,,
11576,553407,407389,mobile,ended,341.0,549457.0,660.0
11577,553671,411820,mobile,ended,,,
11578,553728,412288,mobile,ended,76.0,,
11579,553764,397091,mobile,ended,-13.0,,
11580,553796,272419,mobile,ended,-749.0,,
11581,553807,355549,mobile,canceled,,,
11582,553895,257721,mobile,ended,-24.0,,
11583,553993,403882,mobile,ended,-96.0,,
11584,554123,337311,mobile,ended,14.0,,
11585,554415,401666,mobile,ended,299.0,,
11586,554438,394692,mobile,ended,-60.0,,
11587,554556,321725,mobile,canceled,,,
11588,554571,399507,mobile,ended,-283.0,,
11589,554605,265239,connect,ended,-431.0,551587.0,90.0
11590,554769,410521,mobile,ended,405.0,,
11591,554814,368776,mobile,ended,-15.0,,
11592,554895,365793,mobile,ended,5.0,,
11593,554968,246368,connect,ended,-74.0,,
11594,554969,389068,mobile,ended,15.0,,
11595,555014,398697,mobile,ended,-12.0,,
11596,555051,364652,connect,canceled,,,
11597,555117,336426,mobile,ended,24.0,,
11598,555146,371752,mobile,ended,259.0,,
11599,555169,364907,mobile,ended,,,
11600,555203,188162,mobile,ended,58.0,,
11601,555231,264870,mobile,ended,150.0,,
11602,555234,316817,mobile,canceled,,,
11603,555237,383485,mobile,ended,-14.0,,
11604,555328,370997,connect,canceled,,,
11605,555349,335341,mobile,ended,52.0,,
11606,555387,381437,mobile,ended,80.0,,
11607,555510,313048,mobile,ended,26.0,,
11608,555528,363658,mobile,ended,-218.0,,
11609,555546,351146,mobile,ended,2.0,,
11610,539006,383255,mobile,ended,94.0,,
11611,539050,371602,mobile,ended,-9.0,,
11612,539060,383540,mobile,ended,8.0,,
11613,539089,384097,mobile,ended,22.0,,
11614,539270,401088,mobile,canceled,,,
11615,539289,361502,mobile,ended,84.0,,
11616,539354,253912,mobile,ended,23.0,,
11617,539392,294399,mobile,canceled,,,
11618,539394,401468,mobile,ended,50.0,,
11619,539684,383443,connect,ended,-166.0,,
11620,539715,355342,mobile,ended,-56.0,,
11621,539834,397907,mobile,ended,150.0,,
11622,540063,408117,mobile,ended,9787.0,540574.0,90.0
11623,540116,226427,mobile,ended,33.0,,
11624,540124,380859,mobile,ended,26.0,539717.0,150.0
11625,540196,245513,mobile,ended,27.0,,
11626,540312,223640,mobile,ended,,541480.0,60.0
11627,540317,378111,connect,canceled,,,
11628,540343,282543,mobile,canceled,,,
11629,540354,356695,mobile,ended,60.0,,
11630,540368,392813,mobile,ended,102.0,,
11631,540422,316744,connect,canceled,,,
11632,540439,336935,connect,ended,106.0,,
11633,540459,403180,mobile,ended,-69.0,,
11634,540465,406897,mobile,ended,103.0,,
11635,540563,386211,mobile,ended,170.0,,
11636,540627,407417,mobile,ended,-5.0,,
11637,540732,395572,mobile,ended,-133.0,,
11638,540875,372027,mobile,ended,-12.0,,
11639,540928,199502,mobile,ended,24.0,,
11640,540960,389445,mobile,ended,57.0,,
11641,540969,332555,mobile,ended,-16.0,,
11642,541018,326551,connect,ended,-285.0,,
11643,541033,401114,mobile,ended,11.0,,
11644,541059,407070,mobile,ended,3.0,,
11645,541129,336113,mobile,ended,185.0,,
11646,541160,380833,mobile,ended,-22.0,556918.0,60.0
11647,541177,404336,mobile,ended,-214.0,,
11648,553220,315059,mobile,ended,4.0,,
11649,553286,275007,mobile,ended,13.0,,
11650,553289,305664,mobile,canceled,,,
11651,553422,409750,mobile,ended,10.0,,
11652,553521,327575,mobile,ended,53.0,,
11653,553582,385642,mobile,ended,9.0,,
11654,553628,332901,mobile,ended,116.0,,
11655,553676,257153,mobile,canceled,,,
11656,553687,284713,connect,ended,-62.0,,
11657,553713,400357,mobile,ended,5.0,,
11658,553748,248034,mobile,ended,101.0,,
11659,553797,281955,mobile,ended,-9.0,,
11660,553831,378732,mobile,ended,74.0,,
11661,553964,381012,mobile,ended,-707.0,547734.0,720.0
11662,554084,366310,mobile,ended,16.0,,
11663,554189,408445,mobile,ended,882.0,,
11664,554216,409983,mobile,ended,-90.0,,
11665,554227,410354,mobile,canceled,,,
11666,554263,333464,mobile,ended,149.0,,
11667,554338,337311,mobile,ended,6.0,,
11668,554437,332605,mobile,ended,-14.0,,
11669,554459,389467,mobile,ended,-96.0,,
11670,554527,406027,connect,ended,19.0,,
11671,554531,353384,mobile,ended,-66.0,,
11672,554608,305525,connect,ended,-13.0,552965.0,270.0
11673,554650,398960,mobile,ended,2.0,,
11674,554668,346897,mobile,canceled,,,
11675,554685,403049,mobile,canceled,,,
11676,554782,359367,mobile,ended,-24.0,,
11677,554824,385999,mobile,ended,42.0,,
11678,554966,356106,connect,canceled,,,
11679,555091,364907,connect,ended,35.0,,
11680,555145,407820,mobile,ended,873.0,,
11681,555310,337217,mobile,ended,-49.0,,
11682,555350,408561,mobile,ended,108.0,,
11683,555402,407128,mobile,ended,5.0,,
11684,555462,313952,mobile,canceled,,,
11685,555508,410698,mobile,ended,,,
11686,555529,410954,mobile,ended,1476.0,,
11687,555578,312110,mobile,ended,-9.0,,
11688,555646,407465,connect,ended,-6.0,553623.0,30.0
11689,555698,313369,mobile,ended,-131.0,,
11690,555704,413050,mobile,ended,,,
11691,555842,258737,mobile,ended,33.0,,
11692,555870,352039,connect,canceled,,,
11693,555943,376126,mobile,ended,53.0,,
11694,555945,270867,connect,canceled,,,
11695,556042,358423,mobile,ended,,,
11696,556059,352921,connect,ended,8.0,,
11697,556078,212965,connect,ended,-29.0,,
11698,556231,407865,mobile,ended,-1.0,,
11699,556325,396009,connect,ended,-50.0,,
11700,556332,411979,mobile,canceled,,,
11701,556448,285452,connect,ended,14.0,556131.0,30.0
11702,556527,399219,mobile,ended,,,
11703,556548,273187,mobile,ended,1157.0,,
11704,556600,190059,mobile,canceled,,,
11705,556718,406434,mobile,canceled,,,
11706,556769,215979,mobile,ended,256.0,,
11707,556772,407181,mobile,ended,58.0,,
11708,556791,211860,connect,ended,-69.0,,
11709,556830,411578,mobile,ended,,,
11710,556883,403787,mobile,ended,-29.0,,
11711,556916,413185,mobile,ended,3.0,,
11712,556945,332605,mobile,ended,-7.0,,
11713,541189,409571,mobile,ended,74.0,,
11714,541194,409646,mobile,ended,-42.0,,
11715,541226,342699,connect,ended,-71.0,,
11716,541449,346408,mobile,ended,100.0,,
11717,541564,295349,mobile,ended,,,
11718,541656,192179,connect,ended,-58.0,,
11719,541752,331198,mobile,ended,99.0,,
11720,523175,392635,mobile,ended,2976.0,,
11721,524255,363936,mobile,ended,53.0,,
11722,524421,404963,mobile,ended,221.0,,
11723,524962,336902,mobile,canceled,,,
11724,525054,396121,mobile,ended,99.0,,
11725,525308,401100,mobile,canceled,,,
11726,525885,403973,mobile,ended,,,
11727,526791,385221,mobile,ended,505.0,,
11728,527812,314456,connect,ended,45.0,,
11729,527992,396727,mobile,ended,,,
11730,527998,379275,mobile,ended,207.0,,
11731,528093,272430,connect,canceled,,,
11732,528155,388895,mobile,ended,-63.0,,
11733,528428,339945,mobile,ended,,,
11734,528826,405005,connect,ended,6.0,,
11735,529029,386583,mobile,ended,-48.0,,
11736,529590,403240,mobile,ended,-142.0,,
11737,529707,402466,mobile,ended,240.0,,
11738,529729,319886,connect,ended,11.0,,
11739,529764,406310,mobile,canceled,,,
11740,530014,342710,connect,ended,-21.0,,
11741,530030,397255,mobile,canceled,,,
11742,530236,400334,mobile,canceled,,,
11743,530522,192179,connect,canceled,,,
11744,530683,407373,mobile,ended,-114.0,,
11745,531137,383013,mobile,ended,13.0,,
11746,531276,305525,connect,ended,-145.0,,
11747,531475,336091,mobile,canceled,,,
11748,532023,349310,mobile,ended,,,
11749,532312,313048,mobile,ended,-115.0,,
11750,532759,164702,mobile,canceled,,,
11751,532781,398960,mobile,ended,-5.0,,
11752,533387,311322,mobile,ended,41.0,,
11753,533488,407315,mobile,ended,-9.0,,
11754,533495,408208,mobile,ended,135.0,,
11755,533510,364052,mobile,ended,162.0,,
11756,533682,366204,mobile,ended,61.0,,
11757,533821,295992,mobile,ended,,,
11758,533833,336576,mobile,canceled,,,
11759,534321,350435,mobile,ended,25.0,,
11760,568099,282262,mobile,ended,87.0,,
11761,568111,205041,mobile,canceled,,564302.0,390.0
11762,568133,224728,mobile,canceled,,567789.0,30.0
11763,568239,351319,mobile,ended,1533.0,,
11764,568254,407449,mobile,ended,-29.0,,
11765,568304,159536,mobile,ended,9.0,,
11766,568354,369098,mobile,ended,251.0,,
11767,568417,304392,connect,ended,-16.0,,
11768,568456,408883,mobile,ended,-4.0,,
11769,568472,341861,connect,ended,-21.0,,
11770,568627,405142,connect,ended,-45.0,560761.0,660.0
11771,568872,333550,mobile,ended,-27.0,,
11772,569087,193097,connect,canceled,,566731.0,0.0
11773,569251,356630,mobile,ended,42.0,,
11774,569260,371572,connect,canceled,,554835.0,0.0
11775,569316,396010,mobile,ended,47.0,,
11776,569383,407636,connect,ended,55.0,560335.0,60.0
11777,569543,416141,mobile,ended,-103.0,,
11778,569615,388111,mobile,ended,-57.0,,
11779,569932,321322,mobile,ended,64.0,570206.0,0.0
11780,569966,393183,mobile,ended,-69.0,,
11781,570056,416061,mobile,ended,,,
11782,570233,347873,connect,canceled,,,
11783,570382,381575,mobile,ended,33.0,,
11784,571437,403206,mobile,ended,0.0,,
11785,571452,163949,mobile,canceled,,,
11786,571453,319886,connect,ended,-14.0,,
11787,571867,355444,connect,ended,-176.0,,
11788,572143,358982,connect,ended,-320.0,,
11789,572423,225617,mobile,ended,,570969.0,660.0
11790,572810,394186,mobile,ended,15.0,,
11791,572842,387810,connect,canceled,,,
11792,573400,409987,mobile,ended,143.0,,
11793,573561,324180,mobile,ended,-88.0,,
11794,574223,374741,connect,ended,-35.0,,
11795,574660,416559,mobile,ended,2855.0,,
11796,574704,376374,mobile,canceled,,,
11797,574893,294059,mobile,ended,-107.0,,
11798,574955,412141,mobile,ended,,,
11799,574960,380886,mobile,ended,,,
11800,509233,396575,mobile,ended,324.0,,
11801,509652,391132,mobile,canceled,,,
11802,511679,374503,mobile,canceled,,,
11803,512979,394656,connect,canceled,,,
11804,513011,384837,mobile,ended,-27.0,,
11805,513537,366660,mobile,canceled,,,
11806,515659,375421,connect,ended,-1.0,,
11807,516713,392184,mobile,canceled,,,
11808,517385,337811,mobile,ended,-20.0,,
11809,518025,384942,mobile,ended,132.0,,
11810,518086,371159,connect,canceled,,,
11811,518372,403951,mobile,ended,13.0,,
11812,518660,339371,mobile,ended,32.0,,
11813,519858,290567,mobile,ended,-23.0,,
11814,520077,395034,mobile,ended,-33.0,,
11815,520194,381841,mobile,ended,129.0,,
11816,520343,375233,mobile,ended,-56.0,,
11817,520400,271977,mobile,ended,135.0,,
11818,520477,400689,mobile,ended,16.0,,
11819,520686,297362,mobile,ended,5.0,,
11820,520941,373192,mobile,ended,116.0,,
11821,521570,292640,mobile,ended,96.0,,
11822,522486,402513,mobile,ended,-49.0,,
11823,522945,283735,mobile,canceled,,,
11824,523462,186958,mobile,ended,-61.0,554177.0,690.0
11825,523592,392167,mobile,ended,492.0,,
11826,525114,387284,mobile,ended,17.0,,
11827,565471,343329,mobile,ended,43.0,,
11828,565525,381098,mobile,ended,101.0,,
11829,565535,351776,mobile,ended,-208.0,,
11830,565621,403153,mobile,ended,-91.0,,
11831,565664,376524,mobile,ended,-26.0,,
11832,565931,355311,mobile,ended,10.0,,
11833,566081,407529,mobile,ended,-253.0,,
11834,566111,412484,mobile,ended,-26.0,,
11835,566278,257291,mobile,canceled,,,
11836,566294,361500,mobile,ended,,,
11837,566321,316829,mobile,ended,,,
11838,566377,335258,mobile,ended,13.0,,
11839,566393,410052,mobile,ended,836.0,,
11840,566406,413846,mobile,canceled,,,
11841,566442,314080,mobile,ended,,,
11842,566475,356106,connect,ended,0.0,,
11843,566724,339118,mobile,canceled,,,
11844,566807,412161,mobile,ended,,,
11845,566853,318362,mobile,ended,-14.0,,
11846,566860,190060,mobile,ended,51.0,,
11847,566914,221830,mobile,ended,749.0,,
11848,566919,389966,mobile,ended,13.0,,
11849,567000,415154,mobile,ended,-3.0,,
11850,567038,407465,connect,ended,-3.0,566140.0,180.0
11851,567130,175071,mobile,ended,65.0,,
11852,567135,414571,mobile,ended,,,
11853,567136,404923,mobile,ended,-85.0,,
11854,567219,395374,mobile,ended,64.0,,
11855,567347,328263,mobile,ended,-59.0,565243.0,150.0
11856,567411,187450,mobile,ended,236.0,,
11857,567790,213231,mobile,ended,540.0,,
11858,567844,395404,mobile,ended,-6.0,,
11859,567859,310918,connect,ended,-14.0,562013.0,600.0
11860,567893,333994,mobile,canceled,,,
11861,567901,303172,mobile,ended,-16.0,,
11862,568031,394043,mobile,ended,665.0,565470.0,120.0
11863,568084,214635,connect,ended,-22.0,549978.0,540.0
11864,568194,386747,mobile,canceled,,,
11865,568228,352063,mobile,ended,21.0,,
11866,568246,283618,mobile,ended,132.0,,
11867,568276,398130,mobile,ended,10.0,,
11868,568317,314220,mobile,ended,-106.0,561970.0,720.0
11869,568351,393471,mobile,ended,-49.0,,
11870,568475,366524,mobile,ended,118.0,,
11871,568537,376791,connect,canceled,,,
11872,568591,317378,connect,canceled,,,
11873,568616,356551,connect,ended,-2.0,,
11874,568685,371354,connect,ended,3.0,,
11875,568698,349655,mobile,canceled,,,
11876,568894,159533,connect,canceled,,,
11877,568942,342595,mobile,ended,28.0,,
11878,569062,364882,connect,ended,42.0,566930.0,0.0
11879,569096,305819,connect,ended,256.0,,
11880,569237,366631,mobile,ended,,,
11881,569501,295830,connect,ended,-9.0,557587.0,120.0
11882,569639,372647,mobile,ended,177.0,,
11883,569802,346755,connect,ended,92.0,,
11884,569841,342699,connect,ended,-1057.0,,
11885,570033,310695,mobile,ended,164.0,,
11886,570133,394259,mobile,ended,8.0,,
11887,570329,388286,mobile,ended,,,
11888,570364,376626,mobile,ended,82.0,,
11889,570598,374698,mobile,ended,-20.0,,
11890,571423,270225,mobile,ended,,,
11891,571604,384657,connect,ended,-40.0,,
11892,571638,361502,mobile,ended,706.0,,
11893,571752,402235,mobile,ended,34.0,557648.0,0.0
11894,571767,247382,mobile,ended,89.0,,
11895,571811,411447,mobile,ended,73.0,,
11896,571829,329331,mobile,ended,1035.0,,
11897,572017,261879,mobile,ended,-70.0,,
11898,572181,414681,mobile,ended,147.0,,
11899,572292,408305,mobile,ended,,,
11900,572353,412455,mobile,ended,,,
11901,572955,413727,mobile,ended,44.0,,
11902,573002,371354,connect,ended,-1.0,,
11903,573125,359365,mobile,ended,78.0,,
11904,573533,356540,mobile,ended,,,
11905,574026,187447,mobile,ended,225.0,,
11906,574339,411694,mobile,ended,14.0,,
11907,574378,332582,connect,ended,149.0,,
11908,574510,371572,connect,ended,944.0,,
11909,574715,256777,mobile,canceled,,,
11910,574775,388795,mobile,ended,99.0,,
11911,575013,293910,mobile,ended,-15.0,563147.0,630.0
11912,575069,359045,connect,canceled,,,
11913,575176,366838,mobile,ended,54.0,,
11914,576094,407326,mobile,canceled,,,
11915,568656,402911,mobile,ended,6.0,,
11916,568757,379316,mobile,ended,-5.0,567008.0,480.0
11917,569032,360474,connect,canceled,,565633.0,0.0
11918,569090,391576,mobile,ended,-53.0,,
11919,569155,265546,mobile,ended,18.0,,
11920,569195,190541,mobile,ended,-228.0,,
11921,569656,413181,mobile,canceled,,,
11922,570015,272590,connect,canceled,,,
11923,570357,336886,mobile,canceled,,567161.0,690.0
11924,570387,352799,mobile,ended,82.0,,
11925,570635,403197,mobile,ended,-148.0,,
11926,571135,403962,connect,ended,56.0,563253.0,480.0
11927,571451,338940,mobile,ended,,,
11928,571463,385629,connect,canceled,,,
11929,571618,307717,mobile,canceled,,,
11930,571873,314031,mobile,ended,43.0,,
11931,572072,388112,mobile,canceled,,,
11932,572263,290140,connect,ended,-89.0,,
11933,572453,307364,connect,canceled,,,
11934,572524,403132,mobile,ended,11.0,,
11935,555896,192567,mobile,ended,-27.0,,
11936,555951,373547,mobile,ended,303.0,,
11937,555952,363386,mobile,ended,-8.0,555902.0,300.0
11938,555970,406695,mobile,ended,,,
11939,556083,349842,mobile,ended,100.0,,
11940,556168,309980,mobile,ended,,,
11941,556234,296021,connect,ended,-10.0,,
11942,556238,399603,mobile,ended,-29.0,560315.0,300.0
11943,556324,413050,mobile,ended,-13.0,,
11944,556334,350149,mobile,ended,228.0,545622.0,330.0
11945,556442,402078,mobile,ended,-75.0,,
11946,556565,392479,mobile,ended,-28.0,,
11947,556570,267891,mobile,ended,169.0,,
11948,556656,404923,mobile,canceled,,,
11949,556669,313955,mobile,ended,186.0,,
11950,556810,409071,mobile,ended,65.0,,
11951,556871,412141,mobile,ended,,,
11952,557109,402674,mobile,canceled,,,
11953,557146,412698,mobile,ended,-8.0,,
11954,557190,315360,mobile,ended,9.0,,
11955,557196,260509,mobile,ended,-81.0,,
11956,557199,172429,mobile,ended,67.0,,
11957,557258,409854,mobile,ended,52.0,,
11958,557277,162571,connect,ended,-95.0,,
11959,557329,402442,mobile,ended,197.0,,
11960,557358,207962,mobile,ended,102.0,,
11961,557550,401232,mobile,canceled,,,
11962,557575,296338,connect,ended,267.0,,
11963,557592,398586,connect,canceled,,557631.0,240.0
11964,557713,374841,mobile,ended,7.0,,
11965,557746,401009,mobile,ended,27.0,,
11966,557775,398479,mobile,ended,24.0,,
11967,557815,270688,mobile,ended,42.0,,
11968,557816,215064,mobile,ended,,,
11969,558020,361198,mobile,ended,-9.0,,
11970,558052,400078,mobile,ended,,561330.0,60.0
11971,558089,355272,mobile,ended,-36.0,,
11972,558136,389147,mobile,ended,29.0,,
11973,558170,393729,mobile,ended,-21.0,,
11974,558236,384708,mobile,ended,9.0,,
11975,558259,409801,mobile,ended,-4.0,,
11976,558295,241032,mobile,ended,-50.0,,
11977,558473,405611,mobile,ended,-203.0,,
11978,558478,402886,mobile,ended,,,
11979,558577,339540,mobile,ended,90.0,,
11980,558598,328135,connect,ended,37.0,,
11981,558613,396528,mobile,ended,62.0,,
11982,558627,305525,connect,ended,8.0,559997.0,0.0
11983,558680,337582,mobile,ended,-107.0,,
11984,558882,313555,mobile,ended,-181.0,,
11985,558914,414481,mobile,canceled,,,
11986,559012,308265,mobile,canceled,,,
11987,559038,192831,mobile,ended,-22.0,,
11988,559138,376601,mobile,ended,33.0,,
11989,559139,383110,connect,ended,219.0,558448.0,570.0
11990,559168,384468,mobile,ended,-235.0,,
11991,559200,334935,mobile,ended,207.0,,
11992,559250,394910,mobile,ended,,,
11993,559257,398849,mobile,ended,,,
11994,559360,397046,mobile,ended,1431.0,,
11995,559483,389094,mobile,ended,-56.0,,
11996,559622,414421,mobile,ended,-713.0,,
11997,559632,308181,connect,ended,33.0,,
11998,559765,314605,mobile,ended,32.0,,
11999,559798,376840,connect,ended,-48.0,558702.0,60.0
12000,559847,403265,connect,ended,-162.0,,
12001,559885,324812,mobile,ended,93.0,,
12002,559952,251815,connect,ended,-50.0,,
12003,560062,206467,mobile,ended,109.0,,
12004,560168,242282,mobile,ended,-33.0,,
12005,560465,338243,connect,ended,-50.0,,
12006,560528,404791,mobile,ended,43.0,,
12007,560535,403871,mobile,ended,133.0,,
12008,560576,414028,mobile,ended,,,
12009,560586,315563,mobile,ended,-47.0,,
12010,560638,361789,mobile,ended,-892.0,,
12011,560661,370052,connect,canceled,,,
12012,560742,398700,mobile,ended,3925.0,,
12013,560872,385073,mobile,ended,-56.0,,
12014,560900,385947,mobile,ended,85.0,,
12015,560901,256882,mobile,ended,4.0,560362.0,480.0
12016,561008,292785,mobile,ended,862.0,,
12017,561046,358283,mobile,canceled,,,
12018,561237,348638,mobile,ended,37.0,,
12019,561259,281921,mobile,canceled,,,
12020,561286,358103,mobile,ended,10.0,,
