,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes
3647,568105,351546,connect,canceled,,564144.0,120.0
3648,568141,224728,mobile,ended,37.0,567789.0,30.0
3649,568287,410255,connect,ended,,567264.0,30.0
3650,568439,368432,mobile,ended,-25.0,560404.0,90.0
3651,568466,248159,mobile,canceled,,,
3652,568620,384607,mobile,ended,-436.0,,
3653,568690,372716,mobile,ended,128.0,,
3654,568836,337235,mobile,ended,-205.0,,
3655,568868,192991,mobile,ended,34.0,,
3656,568967,364907,connect,ended,37.0,555169.0,60.0
3657,569044,415800,mobile,ended,59.0,,
3658,569231,267506,mobile,ended,37.0,,
3659,569297,390467,connect,ended,-451.0,566704.0,150.0
3660,569333,292785,mobile,ended,862.0,,
3661,569409,392564,mobile,ended,-53.0,,
3662,569496,368230,mobile,ended,86.0,,
3663,569683,310444,connect,ended,77.0,565569.0,450.0
3664,570008,394088,mobile,ended,-165.0,,
3665,570039,363377,mobile,ended,17.0,562077.0,180.0
3666,570047,349171,connect,canceled,,,
3667,570106,411901,mobile,ended,-16.0,,
3668,570192,406554,connect,ended,3.0,,
3669,570370,282630,mobile,canceled,,,
3670,570503,394561,mobile,ended,-1.0,,
3671,570617,358082,connect,ended,-8.0,,
3672,571310,298117,connect,ended,56.0,,
3673,571504,334822,mobile,ended,-38.0,,
3674,571551,415937,mobile,ended,,,
3675,571583,265546,mobile,ended,34.0,,
3676,571731,409950,mobile,canceled,,,
3677,504995,389728,mobile,ended,,,
3678,505116,400976,mobile,ended,16.0,,
3679,505894,311227,mobile,ended,7.0,,
3680,506514,364652,connect,ended,-452.0,,
3681,506638,375774,mobile,canceled,,,
3682,507776,377316,mobile,ended,335.0,,
3683,511262,369878,mobile,ended,4.0,,
3684,513082,377172,mobile,canceled,,,
3685,514184,356434,mobile,canceled,,,
3686,514982,392653,mobile,canceled,,,
3687,515220,278640,connect,ended,112.0,,
3688,517984,398252,mobile,ended,-39.0,,
3689,518635,271617,mobile,ended,10.0,,
3690,520031,270935,mobile,ended,108.0,,
3691,521448,374996,mobile,ended,-63.0,,
3692,521551,353433,mobile,ended,-279.0,,
3693,521872,403736,mobile,ended,13.0,,
3694,522039,347023,mobile,ended,55.0,,
3695,522151,259952,mobile,ended,-97.0,550409.0,0.0
3696,522209,379972,mobile,canceled,,,
3697,522556,388972,mobile,ended,3.0,,
3698,522603,402952,mobile,ended,7.0,,
3699,522860,385774,mobile,ended,,543476.0,60.0
3700,523349,314641,mobile,canceled,,,
3701,523460,340616,connect,ended,-65.0,,
3702,523875,305876,mobile,ended,,,
3703,524003,299063,connect,ended,-25.0,,
3704,525041,406054,mobile,canceled,,,
3705,525356,364276,connect,ended,190.0,,
3706,525632,335317,mobile,ended,102.0,,
3707,526678,358772,connect,ended,13.0,,
3708,526981,223597,mobile,ended,-20.0,,
3709,527468,216148,connect,ended,-143.0,542805.0,690.0
3710,528998,374877,mobile,canceled,,,
3711,529977,301632,mobile,ended,18.0,,
3712,530091,394561,mobile,ended,43.0,,
3713,530114,221297,mobile,ended,-193.0,,
3714,530115,404708,mobile,canceled,,,
3715,530197,401262,mobile,ended,-159.0,,
3716,530478,389272,mobile,ended,-94.0,,
3717,530590,366992,mobile,ended,-94.0,,
3718,530807,376068,mobile,ended,56.0,,
3719,531562,394928,connect,ended,-129.0,,
3720,531610,403239,mobile,ended,39.0,522490.0,60.0
3721,531618,376677,connect,ended,-14.0,,
3722,531691,233169,mobile,ended,86.0,,
3723,535155,389104,mobile,canceled,,,
3724,535289,383119,mobile,ended,-22.0,,
3725,535365,407865,mobile,ended,20.0,,
3726,535430,350688,connect,ended,-112.0,,
3727,535753,370150,mobile,ended,-10.0,,
3728,535967,406054,mobile,canceled,,,
3729,536045,364922,connect,ended,125.0,,
3730,536170,340014,connect,canceled,,,
3731,536223,229279,mobile,ended,,,
3732,536330,272121,mobile,ended,,,
3733,536433,345555,mobile,ended,241.0,,
3734,536447,403962,mobile,ended,148.0,,
3735,536507,175984,mobile,canceled,,,
3736,536670,252142,mobile,ended,-11.0,,
3737,536695,358785,mobile,ended,1.0,,
3738,536740,334006,connect,ended,-116.0,,
3739,536803,407295,mobile,ended,53.0,,
3740,536870,403777,mobile,ended,-304.0,,
3741,536968,247475,mobile,canceled,,,
3742,536992,373889,mobile,ended,1.0,,
3743,537026,292634,mobile,ended,4.0,,
3744,537057,351514,mobile,ended,-132.0,,
3745,537227,281730,mobile,ended,-25.0,,
3746,537289,335958,mobile,ended,-31.0,,
3747,537409,382391,mobile,ended,-33.0,,
3748,537528,366310,mobile,ended,-7.0,,
3749,537609,387993,mobile,ended,-7.0,,
3750,537638,196913,mobile,ended,11.0,,
3751,537658,340051,mobile,ended,13.0,,
3752,537693,375483,mobile,ended,10.0,,
3753,538038,370597,connect,canceled,,,
3754,538048,353760,mobile,ended,-49.0,,
3755,538076,271186,mobile,ended,32.0,,
3756,538152,326069,mobile,ended,17.0,,
3757,538181,397333,mobile,ended,704.0,540525.0,0.0
3758,538285,408025,mobile,canceled,,,
3759,538353,340304,mobile,ended,-4.0,,
3760,538447,405562,mobile,ended,-330.0,,
3761,538457,288070,mobile,ended,,,
3762,538560,255377,connect,ended,-3.0,,
3763,538574,309050,mobile,canceled,,,
3764,538584,406994,mobile,ended,9.0,533472.0,330.0
3765,538597,351617,mobile,ended,179.0,,
3766,538607,321121,mobile,canceled,,,
3767,538642,393093,mobile,ended,52.0,,
3768,538712,324197,mobile,canceled,,,
3769,538767,387498,mobile,ended,18.0,,
3770,538769,362595,mobile,ended,6.0,,
3771,538825,400357,mobile,ended,-32.0,,
3772,538886,283418,mobile,ended,-5.0,,
3773,539028,317237,mobile,ended,85.0,,
3774,539106,267904,mobile,ended,-225.0,,
3775,539115,280406,mobile,canceled,,,
3776,539168,349137,mobile,canceled,,,
3777,539230,378732,mobile,ended,63.0,,
3778,539283,235160,mobile,ended,55.0,,
3779,531684,340833,mobile,canceled,,,
3780,532113,365926,connect,canceled,,537243.0,300.0
3781,532493,248300,connect,ended,-29.0,,
3782,532523,393750,mobile,ended,-167.0,,
3783,532599,362554,mobile,ended,-29.0,,
3784,532826,389482,mobile,ended,38.0,,
3785,533501,204797,mobile,ended,206.0,,
3786,533638,408363,mobile,ended,7.0,,
3787,533643,317386,mobile,ended,-84.0,,
3788,534251,376677,connect,ended,-161.0,,
3789,534316,386177,mobile,ended,,,
3790,534757,360597,mobile,ended,235.0,,
3791,534843,377676,mobile,canceled,,,
3792,534944,335605,mobile,ended,-2.0,,
3793,535028,347784,mobile,ended,-127.0,,
3794,535068,405951,mobile,ended,-144.0,,
3795,535148,386413,connect,ended,-166.0,,
3796,535257,403353,mobile,ended,-8.0,,
3797,535360,378181,mobile,ended,30.0,,
3798,535378,317572,connect,ended,-206.0,,
3799,535522,377071,mobile,canceled,,,
3800,535568,402952,mobile,ended,25.0,,
3801,535697,382444,mobile,ended,23.0,,
3802,535803,363145,mobile,ended,-1028.0,,
3803,535810,393972,mobile,ended,-13.0,,
3804,535816,355817,mobile,ended,209.0,,
3805,535869,316744,connect,ended,-1832.0,,
3806,535874,324640,mobile,ended,751.0,,
3807,535943,403947,mobile,canceled,,,
3808,535957,380805,mobile,ended,-108.0,,
3809,536048,399837,mobile,ended,-793.0,,
3810,536083,307335,mobile,ended,4.0,,
3811,536098,386221,connect,canceled,,,
3812,536117,294875,mobile,ended,-105.0,,
3813,536144,395489,mobile,ended,,,
3814,536185,394555,connect,ended,87.0,538270.0,690.0
3815,536198,396187,mobile,ended,,,
3816,536258,393286,mobile,ended,97.0,,
3817,536269,315040,mobile,ended,-134.0,,
3818,536286,404774,mobile,ended,63.0,,
3819,536388,401387,mobile,ended,5.0,,
3820,536692,407875,mobile,canceled,,,
3821,536756,300528,connect,canceled,,,
3822,536841,294719,mobile,canceled,,,
3823,536867,334190,connect,ended,26.0,,
3824,536980,314685,mobile,ended,-2.0,,
3825,537048,395233,mobile,ended,,,
3826,537050,391772,mobile,ended,-7.0,,
3827,537284,396767,mobile,canceled,,,
3828,537292,400238,mobile,ended,,,
3829,537398,400172,mobile,ended,-5.0,,
3830,537555,321069,mobile,ended,122.0,,
3831,537624,360289,mobile,ended,-211.0,,
3832,537752,344594,mobile,ended,-12.0,,
3833,531711,400437,mobile,ended,43.0,,
3834,531984,356106,connect,ended,-605.0,,
3835,532141,377670,connect,ended,-10.0,552933.0,150.0
3836,532442,396644,mobile,ended,24.0,,
3837,532767,359485,connect,ended,-121.0,,
3838,532916,402098,mobile,ended,-134.0,,
3839,532930,198694,mobile,ended,31.0,,
3840,533072,405905,mobile,ended,-35.0,,
3841,533076,378754,connect,ended,,,
3842,533497,397155,mobile,ended,59.0,,
3843,533531,377241,mobile,ended,-82.0,,
3844,533756,407576,mobile,ended,-18.0,,
3845,534142,321132,mobile,ended,252.0,,
3846,534271,304933,mobile,ended,,,
3847,534431,388771,mobile,ended,,,
3848,534603,350435,mobile,ended,297.0,,
3849,534731,340651,mobile,ended,336.0,,
3850,534768,287544,mobile,ended,164.0,531476.0,120.0
3851,534840,317024,mobile,ended,71.0,,
3852,534950,324940,mobile,ended,-723.0,,
3853,572150,376778,mobile,ended,11.0,,
3854,572248,195977,connect,canceled,,569301.0,180.0
3855,572584,387654,mobile,ended,-167.0,,
3856,572980,363658,mobile,ended,-1041.0,,
3857,573470,280227,connect,canceled,,,
3858,573479,402209,mobile,ended,-28.0,554170.0,690.0
3859,573546,390467,connect,ended,-7.0,572236.0,60.0
3860,573671,405784,mobile,ended,227.0,,
3861,573708,403353,mobile,ended,27.0,,
3862,573856,327336,mobile,ended,179.0,,
3863,573901,300528,connect,ended,-57.0,,
3864,574095,243659,mobile,ended,-30.0,,
3865,575344,325139,mobile,ended,-113.0,,
3866,535273,213366,mobile,ended,-39.0,,
3867,535353,376641,mobile,ended,-64.0,,
3868,535420,381223,mobile,canceled,,,
3869,535707,337759,mobile,canceled,,,
3870,535746,375892,connect,ended,-128.0,,
3871,536052,350274,mobile,ended,42.0,,
3872,536055,384834,mobile,canceled,,,
3873,536115,407389,mobile,canceled,,,
3874,536420,322284,mobile,ended,43.0,,
3875,536441,403526,mobile,ended,379.0,,
3876,536505,347959,mobile,ended,15.0,,
3877,536519,402312,mobile,ended,,,
3878,536525,403430,mobile,ended,-77.0,,
3879,536573,399882,mobile,canceled,,,
3880,536583,376311,connect,ended,72.0,,
3881,536620,399528,connect,ended,-16.0,,
3882,536936,396968,mobile,ended,,,
3883,536947,398456,connect,ended,-183.0,,
3884,537062,404925,mobile,canceled,,,
3885,537143,321430,mobile,ended,30.0,,
3886,537186,395598,mobile,ended,-47.0,,
3887,537222,362694,mobile,ended,1087.0,,
3888,537279,224983,mobile,canceled,,,
3889,537290,340112,mobile,ended,83.0,539219.0,300.0
3890,537293,382861,mobile,ended,13.0,,
3891,537359,375128,mobile,ended,402.0,,
3892,537402,390479,mobile,ended,373.0,,
3893,537448,373430,mobile,ended,20.0,,
3894,537458,396840,mobile,ended,-39.0,,
3895,537552,281179,mobile,ended,,,
3896,537598,338935,mobile,ended,188.0,537023.0,60.0
3897,537603,297202,mobile,ended,-124.0,,
3898,537782,279378,mobile,ended,,,
3899,537838,399567,mobile,ended,-119.0,,
3900,537855,225243,mobile,ended,73.0,,
3901,537939,268533,mobile,canceled,,,
3902,537975,391519,connect,canceled,,,
3903,537977,338647,mobile,canceled,,,
3904,538058,326824,mobile,ended,16.0,,
3905,538066,394088,mobile,canceled,,,
3906,538201,405856,mobile,canceled,,,
3907,538220,389050,mobile,ended,,,
3908,538343,347128,mobile,ended,-17.0,,
3909,538486,282032,mobile,canceled,,,
3910,538523,364583,mobile,ended,-29.0,,
3911,538573,381357,mobile,ended,14.0,,
3912,538606,321170,mobile,ended,-29.0,,
3913,538630,298117,connect,ended,2.0,,
3914,538802,313432,mobile,ended,16.0,,
3915,539103,314308,mobile,ended,38.0,,
3916,539144,282032,mobile,ended,31.0,,
3917,539548,377144,mobile,ended,3713.0,,
3918,539565,369493,mobile,ended,-85.0,,
3919,539674,344254,connect,ended,125.0,541533.0,60.0
3920,539676,398002,mobile,ended,75.0,,
3921,539774,241058,mobile,ended,,,
3922,539826,395514,mobile,ended,-4.0,,
3923,539904,335258,mobile,ended,56.0,,
3924,539945,365185,mobile,canceled,,,
3925,539948,374347,mobile,ended,55.0,,
3926,539976,388460,mobile,canceled,,,
3927,539998,364523,mobile,ended,0.0,,
3928,540019,376556,connect,ended,-30.0,,
3929,540113,307470,mobile,ended,-153.0,,
3930,540265,404448,mobile,ended,25.0,,
3931,540311,241021,connect,ended,48.0,,
3932,540568,334027,mobile,ended,-115.0,,
3933,540607,382364,mobile,ended,1.0,,
3934,540690,302441,mobile,ended,-9.0,,
3935,540696,402469,mobile,ended,-109.0,,
3936,540722,321069,mobile,ended,224.0,512562.0,360.0
3937,540724,370416,connect,ended,-29.0,,
3938,540787,334533,mobile,ended,-2.0,,
3939,540817,383344,connect,ended,105.0,,
3940,540846,351549,connect,ended,-152.0,,
3941,540856,331337,connect,ended,51.0,,
3942,537730,167016,mobile,ended,16.0,,
3943,537794,368794,mobile,ended,,,
3944,537854,226512,mobile,ended,-4.0,,
3945,537908,405938,mobile,ended,-8.0,,
3946,538122,386747,mobile,ended,-32.0,,
3947,538125,220856,mobile,canceled,,,
3948,538130,354908,mobile,canceled,,,
3949,538160,216701,mobile,ended,-21.0,524146.0,90.0
3950,538422,248300,connect,ended,-400.0,,
3951,538536,389087,mobile,ended,694.0,,
3952,538562,362030,mobile,ended,246.0,,
3953,538826,274943,mobile,ended,-20.0,,
3954,539019,376764,mobile,ended,197.0,,
3955,539072,406418,mobile,ended,94.0,,
3956,539102,373582,mobile,ended,-214.0,,
3957,539153,173357,mobile,ended,3.0,,
3958,539191,391475,mobile,ended,-122.0,,
3959,539292,300610,mobile,ended,8.0,,
3960,539324,318033,mobile,ended,-797.0,,
3961,539388,248889,connect,canceled,,,
3962,539639,382391,mobile,ended,-11.0,,
3963,539712,274001,mobile,ended,134.0,,
3964,539722,317119,mobile,canceled,,,
3965,539746,331417,mobile,ended,55.0,,
3966,539748,280936,mobile,ended,12.0,,
3967,539777,395700,mobile,ended,2537.0,,
3968,539849,400177,mobile,ended,395.0,,
3969,539868,378413,mobile,ended,8.0,,
3970,539929,394380,mobile,ended,2.0,,
3971,539970,329769,mobile,ended,1.0,,
3972,540031,364520,mobile,ended,-5.0,,
3973,540050,405732,mobile,ended,71.0,,
3974,540098,296640,mobile,ended,,,
3975,540186,409908,mobile,ended,,,
3976,540209,392479,mobile,ended,,,
3977,540263,335276,connect,ended,-43.0,,
3978,540267,295609,mobile,ended,-16.0,,
3979,540268,189312,mobile,ended,439.0,,
3980,540303,387284,mobile,ended,13.0,,
3981,540310,316829,mobile,canceled,,,
3982,540320,317683,mobile,ended,320.0,,
3983,540361,261023,mobile,ended,1380.0,,
3984,540404,374486,mobile,ended,-88.0,,
3985,540418,404182,mobile,ended,24.0,,
3986,540475,341630,mobile,ended,-9.0,,
3987,540546,347934,connect,ended,-359.0,,
3988,540583,194340,connect,ended,-133.0,541969.0,30.0
3989,540626,348082,mobile,ended,127.0,,
3990,540676,238800,mobile,ended,,,
3991,540700,364546,mobile,ended,14.0,,
3992,540827,369881,connect,ended,-13.0,,
3993,540829,365531,mobile,ended,155.0,,
3994,540844,373327,mobile,ended,119.0,,
3995,540952,389785,connect,ended,-295.0,527270.0,540.0
3996,540997,342835,mobile,ended,100.0,,
3997,541002,317303,mobile,ended,19.0,,
3998,541062,339475,mobile,canceled,,,
3999,541128,401390,mobile,ended,120.0,,
4000,541145,390073,connect,canceled,,,
4001,541303,270733,mobile,ended,,,
4002,541407,409854,mobile,ended,69.0,,
4003,541481,335276,connect,ended,-168.0,,
4004,541631,343808,connect,ended,195.0,,
4005,541821,380847,mobile,ended,39.0,,
4006,541826,404130,connect,ended,97.0,543513.0,30.0
4007,541949,246707,mobile,ended,-6.0,,
4008,541952,407813,mobile,ended,-96.0,,
4009,541968,407533,mobile,ended,456.0,,
4010,541986,356123,mobile,ended,-71.0,,
4011,542005,345150,mobile,canceled,,,
4012,542098,293677,mobile,ended,-82.0,,
4013,542154,409688,mobile,canceled,,,
4014,542329,349281,mobile,ended,-30.0,,
4015,542457,369167,mobile,ended,62.0,,
4016,542459,405912,mobile,ended,-28.0,,
4017,542612,166031,mobile,ended,1788.0,,
4018,542753,228659,mobile,ended,154.0,,
4019,542822,308414,mobile,ended,1071.0,,
4020,542861,406428,mobile,ended,,,
4021,542974,359645,mobile,ended,-9.0,,
4022,543053,394137,mobile,ended,1308.0,,
4023,543124,363658,mobile,ended,146.0,542107.0,180.0
4024,543200,379829,mobile,ended,249.0,,
4025,543327,403920,mobile,ended,5.0,,
4026,543406,269550,mobile,ended,-70.0,,
4027,543476,385774,mobile,ended,63.0,,
4028,543638,410702,mobile,canceled,,,
4029,543706,391325,mobile,ended,,,
4030,543810,397027,mobile,ended,-21.0,,
4031,543907,375047,connect,ended,-2.0,,
4032,543941,406514,mobile,ended,,,
4033,544013,342586,connect,canceled,,,
4034,544054,334511,mobile,ended,-170.0,,
4035,544145,316817,mobile,ended,-325.0,,
4036,544234,406126,connect,ended,-34.0,,
4037,544243,376124,mobile,canceled,,,
4038,544283,369608,mobile,ended,48.0,,
4039,544337,311923,connect,ended,21.0,563869.0,510.0
4040,544376,373233,mobile,ended,121.0,544861.0,60.0
4041,544386,356673,mobile,ended,244.0,,
4042,544425,264086,mobile,ended,23.0,,
4043,544492,392813,mobile,ended,-89.0,,
4044,544501,202310,mobile,ended,,,
4045,544560,401484,mobile,canceled,,,
4046,544656,336676,mobile,ended,27.0,,
4047,544669,359719,mobile,ended,11.0,,
4048,544719,390063,mobile,canceled,,,
4049,544730,349605,connect,canceled,,,
4050,544746,331505,mobile,ended,-70.0,,
4051,544849,350103,mobile,canceled,,,
4052,565705,393328,mobile,ended,837.0,,
4053,565767,338942,mobile,ended,-69.0,,
4054,565780,388203,mobile,ended,120.0,,
4055,565800,359884,mobile,ended,28.0,,
4056,565841,245752,mobile,ended,-73.0,,
4057,565920,368803,mobile,ended,,,
4058,565977,398661,mobile,ended,-61.0,,
4059,566035,329718,mobile,ended,-17.0,,
4060,566060,394656,connect,ended,5.0,564793.0,240.0
4061,566083,414063,mobile,ended,89.0,,
4062,566131,404192,mobile,ended,,,
4063,566254,388585,mobile,ended,65.0,,
4064,566366,362219,mobile,ended,1613.0,,
4065,566467,398102,mobile,canceled,,,
4066,566500,410151,mobile,ended,93.0,,
4067,566529,403962,connect,ended,142.0,,
4068,566626,190850,mobile,canceled,,,
4069,567063,388268,mobile,ended,8.0,,
4070,567103,193151,connect,ended,4.0,,
4071,567206,383065,mobile,ended,3349.0,,
4072,567293,409877,mobile,ended,,,
4073,567321,316753,mobile,ended,,,
4074,567385,338249,mobile,ended,441.0,,
4075,567393,414349,mobile,canceled,,,
4076,567427,373305,connect,ended,46.0,,
4077,567500,386935,mobile,ended,,,
4078,567514,406699,mobile,ended,,,
4079,567571,395548,mobile,ended,7.0,,
4080,567586,352211,mobile,ended,-43.0,,
4081,567727,273713,mobile,ended,,,
4082,567751,356551,connect,ended,30.0,,
4083,567826,410876,mobile,ended,127.0,,
4084,567838,381012,mobile,ended,-10.0,,
4085,567840,378091,mobile,canceled,,,
4086,551431,346392,mobile,canceled,,,
4087,551477,299876,mobile,ended,4266.0,,
4088,551614,394286,mobile,ended,-81.0,,
4089,551624,406078,mobile,ended,16.0,,
4090,551943,351546,connect,ended,,,
4091,552164,386784,mobile,ended,-22.0,,
4092,552250,409539,mobile,ended,100.0,560505.0,600.0
4093,552277,319186,mobile,ended,,,
4094,552336,296021,connect,ended,56.0,,
4095,552343,226909,mobile,ended,121.0,,
4096,552352,375220,mobile,ended,-639.0,,
4097,552356,411803,mobile,ended,-13.0,,
4098,552411,276924,mobile,ended,54.0,,
4099,552544,341648,mobile,ended,-545.0,557072.0,330.0
4100,552563,412980,mobile,canceled,,,
4101,552685,372128,mobile,canceled,,,
4102,552761,317956,mobile,ended,-77.0,,
4103,552843,267350,mobile,ended,-608.0,,
4104,552862,316663,connect,canceled,,,
4105,553077,379894,mobile,ended,500.0,,
4106,553229,308974,mobile,ended,-998.0,,
4107,553368,373025,mobile,ended,8.0,,
4108,553406,382901,mobile,ended,30.0,,
4109,553446,294959,mobile,ended,-1.0,,
4110,553462,401375,mobile,ended,-15.0,,
4111,553474,250644,mobile,ended,17.0,,
4112,553553,408883,mobile,ended,8.0,564585.0,0.0
4113,553689,245752,mobile,ended,-14.0,,
4114,554110,404128,connect,ended,147.0,,
4115,554167,273281,connect,ended,-62.0,,
4116,554334,405490,mobile,ended,37.0,,
4117,554385,412917,mobile,ended,0.0,,
4118,554529,401848,mobile,ended,95.0,,
4119,554625,355788,mobile,canceled,,,
4120,554630,272590,connect,ended,-10.0,,
4121,554721,352221,mobile,ended,182.0,,
4122,554906,369483,mobile,ended,11.0,,
4123,555001,349366,mobile,canceled,,,
4124,555045,401095,mobile,ended,108.0,,
4125,555064,320157,mobile,ended,-6.0,,
4126,555245,398733,mobile,ended,,,
4127,555269,374676,mobile,ended,-113.0,,
4128,555327,265989,mobile,ended,20.0,,
4129,555335,402654,mobile,ended,,,
4130,555393,399863,mobile,ended,32.0,,
4131,555473,359175,mobile,ended,364.0,,
4132,555527,273988,mobile,ended,24.0,,
4133,555592,362187,connect,ended,-106.0,,
4134,555608,404424,mobile,ended,29.0,,
4135,555654,379307,mobile,ended,-10.0,,
4136,555709,282032,mobile,ended,52.0,,
4137,555754,385627,connect,ended,-507.0,,
4138,555859,369679,mobile,canceled,,,
4139,555876,382821,connect,ended,36.0,,
4140,555892,392479,mobile,ended,,,
4141,555930,389219,mobile,ended,-144.0,,
4142,555944,176702,connect,ended,15.0,,
4143,556104,360493,mobile,ended,4.0,,
4144,556154,365625,mobile,ended,-11.0,,
4145,556176,369200,connect,ended,101.0,,
4146,556335,377610,mobile,ended,,,
4147,556339,399219,mobile,ended,-185.0,,
4148,556457,397599,mobile,ended,10.0,,
4149,556555,389728,mobile,ended,-447.0,,
4150,556660,403040,mobile,ended,-68.0,,
4151,556756,291307,mobile,ended,79.0,,
4152,556856,374923,mobile,ended,-20.0,,
4153,556972,404997,mobile,ended,,,
4154,557022,407820,mobile,ended,5.0,,
4155,557027,306601,mobile,ended,,,
4156,557068,353425,connect,ended,30.0,,
4157,557097,357530,connect,ended,-49.0,,
4158,557183,410939,connect,canceled,,565171.0,0.0
4159,557216,374850,mobile,ended,16.0,,
4160,557268,329422,mobile,ended,-3.0,,
4161,537765,391912,mobile,ended,-44.0,,
4162,537844,335239,mobile,ended,-55.0,,
4163,537847,395324,mobile,ended,-138.0,,
4164,537953,340333,connect,ended,-13.0,,
4165,538039,351611,mobile,ended,26.0,,
4166,538053,353795,mobile,ended,-1.0,,
4167,538189,335823,mobile,canceled,,,
4168,538200,407944,mobile,ended,17.0,,
4169,538211,280805,connect,ended,-195.0,530261.0,60.0
4170,538226,305664,mobile,ended,6.0,,
4171,538265,381481,mobile,ended,-37.0,,
4172,538284,352393,connect,ended,4.0,,
4173,539300,351319,mobile,ended,-77.0,535020.0,0.0
4174,539365,377509,mobile,ended,28.0,,
4175,539407,309965,mobile,canceled,,,
4176,539418,309209,connect,ended,110.0,,
4177,539437,308906,mobile,canceled,,,
4178,539512,382854,mobile,ended,-16.0,,
4179,539531,289103,mobile,ended,-62.0,,
4180,539559,358876,mobile,ended,,,
4181,539577,387318,mobile,ended,109.0,,
4182,539612,395483,mobile,ended,182.0,,
4183,539770,337217,mobile,canceled,,,
4184,539910,357007,mobile,ended,-48.0,,
4185,539943,341498,mobile,ended,19.0,,
4186,539980,350650,mobile,ended,-72.0,,
4187,540076,399692,mobile,ended,19.0,,
4188,540107,179982,connect,ended,-12.0,,
4189,540144,375126,connect,canceled,,,
4190,540199,312078,connect,ended,-19.0,538207.0,0.0
4191,540256,270139,mobile,ended,15.0,,
4192,540290,402505,mobile,ended,-28.0,,
4193,540417,409801,mobile,ended,5.0,,
4194,540444,409676,mobile,ended,131.0,,
4195,540449,342859,mobile,ended,54.0,,
4196,540552,407704,mobile,canceled,,,
4197,540593,399347,mobile,ended,68.0,,
4198,540640,410097,mobile,ended,,,
4199,540838,336498,mobile,ended,-14.0,,
4200,540866,335617,mobile,canceled,,,
4201,540921,173598,connect,ended,52.0,,
4202,540951,248539,mobile,ended,41.0,,
4203,540955,274949,mobile,ended,3.0,,
4204,541038,409082,mobile,ended,2.0,,
4205,541111,403433,mobile,ended,-236.0,,
4206,541143,387753,connect,ended,-82.0,539236.0,510.0
4207,541146,327803,mobile,ended,,,
4208,541148,380915,mobile,canceled,,,
4209,541164,315030,mobile,ended,158.0,,
4210,541251,407334,mobile,canceled,,,
4211,541392,386181,mobile,ended,339.0,,
4212,541456,410089,mobile,ended,-171.0,,
4213,541607,404953,mobile,canceled,,,
4214,541640,391338,mobile,ended,-28.0,534025.0,60.0
4215,541675,293523,mobile,ended,0.0,,
4216,541793,328476,mobile,ended,14.0,,
4217,541868,404905,mobile,ended,-10.0,,
4218,541927,392814,mobile,ended,5.0,,
4219,542000,358856,mobile,ended,-14.0,,
4220,542164,301228,mobile,ended,-25.0,,
4221,542200,407856,mobile,ended,,,
4222,542234,341040,mobile,ended,71.0,,
4223,542249,397838,mobile,ended,-84.0,,
4224,542269,379307,mobile,ended,29.0,,
4225,542271,315710,mobile,ended,416.0,,
4226,542340,369516,mobile,ended,-75.0,,
4227,542354,367983,mobile,ended,866.0,,
4228,542404,410404,mobile,ended,114.0,,
4229,542499,297202,mobile,ended,21.0,,
4230,542530,332582,connect,ended,-199.0,,
4231,542623,373791,mobile,ended,26.0,,
4232,542700,326263,mobile,ended,4.0,,
4233,542801,345865,connect,ended,-32.0,537406.0,90.0
4234,542830,328900,connect,ended,265.0,508109.0,0.0
4235,542937,404801,mobile,canceled,,,
4236,542956,405054,mobile,ended,23.0,,
4237,543115,381914,mobile,ended,7.0,541395.0,300.0
4238,543127,356551,connect,ended,55.0,,
4239,543158,401839,mobile,ended,174.0,,
4240,543276,324076,mobile,ended,17.0,,
4241,543401,215979,mobile,ended,13.0,542150.0,210.0
4242,543447,379387,mobile,ended,-36.0,,
4243,543451,374347,mobile,ended,-38.0,,
4244,543559,392241,connect,ended,42.0,538768.0,120.0
4245,543809,402528,connect,ended,-1011.0,,
4246,543838,388771,mobile,ended,133.0,,
4247,543858,396183,mobile,ended,-43.0,,
4248,544031,403430,mobile,ended,-249.0,,
4249,544325,376605,connect,ended,54.0,,
4250,544341,244888,mobile,ended,33.0,,
4251,544394,271227,mobile,ended,362.0,,
4252,544430,374057,mobile,ended,22.0,,
4253,544468,403716,mobile,ended,,,
4254,544483,340060,mobile,ended,-43.0,,
4255,544490,333460,mobile,ended,38.0,,
4256,544491,328135,connect,ended,4.0,,
4257,544523,194600,mobile,ended,-118.0,,
4258,544558,266895,mobile,ended,,,
4259,544566,355444,connect,ended,-39.0,541239.0,150.0
4260,544598,175887,connect,ended,101.0,,
4261,544602,313955,mobile,ended,42.0,,
4262,544627,216199,mobile,ended,323.0,,
4263,544649,393123,mobile,ended,,,
4264,544764,372778,mobile,ended,,,
4265,544790,380223,mobile,ended,-4.0,,
4266,544817,363658,mobile,ended,-6.0,,
4267,544979,392479,mobile,ended,183.0,547804.0,120.0
4268,544998,365625,mobile,ended,0.0,,
4269,545004,375337,mobile,ended,6.0,,
4270,545193,381857,connect,ended,17.0,,
4271,544927,388991,mobile,ended,-30.0,,
4272,544947,392368,connect,ended,-42.0,553290.0,720.0
4273,544981,353425,connect,ended,62.0,,
4274,545024,194117,mobile,ended,6.0,,
